Question,Sub Question,Compliance Item
"In a Pre-Foreclosure Sale, was the foreclosure cancelled to initiate a PFS marketing period for the Property of a Borrower who met the PFS eligibility requirements?",,The Mortgagee must not cancel a foreclosure to initiate a PFS marketing period for a Property of a Borrower meeting the PFS eligibility requirements.
"In a Pre-Foreclosure Sale, was the offer received from the listing real estate agent/broker on an offer  yielded the highest net return to HUD and met HUD’s requirements for bids?",,"The Mortgagee must receive from the listing real estate agent/broker an offer that:
􀁸 yields the highest net return to HUD; and
􀁸 meets HUD’s requirements for bids."
"In a Pre-Foreclosure Sale, were the PFS addendum and all offers submitted for approval signed by the applicable parties?",,"The listing agent/broker must ensure that:
􀁸 all offers submitted to the Mortgagee for approval are signed by both the seller and the buyer prior to submission; and
􀁸 the PFS Addendum is signed by all of the applicable parties (except for the Closing Agent)."
,Was the offer submitted for approval is signed by both the seller and the buyer prior to submission?,"The listing agent/broker must ensure that:
􀁸 all offers submitted to the Mortgagee for approval are signed by both the seller and the buyer prior to submission; and
􀁸 the PFS Addendum is signed by all of the applicable parties (except for the Closing Agent)."
,Was the PFS addendum signed by all the applicable parties?,"The listing agent/broker must ensure that:
􀁸 all offers submitted to the Mortgagee for approval are signed by both the seller and the buyer prior to submission; and
􀁸 the PFS Addendum is signed by all of the applicable parties (except for the Closing Agent)."
"In a Pre-Foreclosure Sale, were all offers received retained by the agent/broker until a determination had been made on the previously submitted offer?",,"Once an offer has been submitted to the Mortgagee for approval, the listing agent/broker must retain any offer that the seller elects to hold for “back-up” until a determination has been made on the previously submitted offer."
"Was the listing agent/broker retained all offers received, including offers not submitted for approval in accordance with state law?",,"The listing agent/broker must retain all offers received, including offers not submitted for approval, in accordance with state law."
"In a Pre-foreclosure Sale, Were all the criteria met when reviewing the Contract sale?",,"In reviewing the Contract of Sale, the Mortgagee must:
􀁸 ensure that the PFS sale is an outright sale of the Property and not a sale by assumption;
􀁸 review the sales documentation to determine that there are:
o no hidden terms or special agreements existing between any of the parties involved in the PFS transaction; and
o no contingencies that might delay or jeopardize a timely settlement; and
􀁸 determine that the Property was marketed pursuant to HUD requirements and that the minimum required Tiered Net Sale Proceeds have been met."
,Was the Pre-Foreclosure sale is an outright sale of the Property and not a sale by assumption?,"In reviewing the Contract of Sale, the Mortgagee must: ensure that the PFS sale is an outright sale of the Property and not a sale by assumption;"
,Were the sales documents reviewed to determine that there are no hidden terms or special agreements existing between any of the parties involved in the PFS transaction?,"In reviewing the Contract of Sale, the Mortgagee must: review the sales documentation to determine that there are:                                  o no hidden terms or special agreements existing between any of the parties involved in the PFS transaction;"
,Were the sales documents reviewed to determine that there are no contingencies that might delay or jeopardize a timely settlement?,"In reviewing the Contract of Sale, the Mortgagee must:
􀁸 review the sales documentation to determine that there are:
o no contingencies that might delay or jeopardize a timely settlement;

"
,Was it determined that the Property was marketed pursuant to HUD requirements and that the minimum required Tiered Net sale Proceeds have been met?,"In reviewing the Contract of Sale, the Mortgagee must:
􀁸 determine that the Property was marketed pursuant to HUD requirements and that the minimum required Tiered Net Sale Proceeds have been met."
"In a Pre-foreclosure Sale, was the Borrower  approved for a PFS if there were reasons to know of a Borrower’s fraud or misrepresentation of information?",,"The following anti-fraud measures apply to PFS transactions:
􀁸 A Mortgagee must not approve a Borrower for a PFS if the Mortgagee knows or has reason to know of a Borrower’s fraud or misrepresentation of information.
􀁸 All parties involved in a PFS transaction must sign and date a PFS Addendum as a contingency for a PFS transaction to close."
Was the PFS addendum as a contingency for a PFS transaction to close signed and dated by all the parties involved in a PFS transaction?,,"The following anti-fraud measures apply to PFS transactions:
􀁸 A Mortgagee must not approve a Borrower for a PFS if the Mortgagee knows or has reason to know of a Borrower’s fraud or misrepresentation of information.
􀁸 All parties involved in a PFS transaction must sign and date a PFS Addendum as a contingency for a PFS transaction to close."
"In a Pre-foreclosure Sale, was a form HUD-90051  sent to the borrower no later than five business days from the receipt of an executed Contract for Sale?",,"After receiving an executed Contract of Sale from the Borrower, the Mortgagee must send to the Borrower form HUD-90051, Sales Contract Review, no later than five business days from the Mortgagee’s receipt of an  executed Contract for Sale."
